id,author,title,image_url,small_image_url,price,books_count,isbn,isbn13,original_publication_year,original_title,language_code,average_rating
1355,Emily Seife,The Hunger Games Tribute Guide,https://images.gr-assets.com/books/1322760235m/13027304.jpg,https://images.gr-assets.com/books/1322760235s/13027304.jpg,3238,13,545457823,9780545457830,2012,,en-US,4.4
1356,Peter V. Brett,"The Warded Man (Demon Cycle, #1)",https://images.gr-assets.com/books/1354571949m/3428935.jpg,https://images.gr-assets.com/books/1354571949s/3428935.jpg,3429,67,345503805,9780345503800,2008,The Painted Man,eng,4.27
1357,John Bunyan,The Pilgrim's Progress,https://images.gr-assets.com/books/1405982367m/29797.jpg,https://images.gr-assets.com/books/1405982367s/29797.jpg,177,193,486426750,9780486426750,1678,,,3.98
1358,Lee Child,"One Shot (Jack Reacher, #9)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3427,107,440241022,9780440241030,2005,One Shot,eng,4.2
1359,Rick Riordan,"The Serpent's Shadow (Kane Chronicles, #3)",https://images.gr-assets.com/books/1366227982m/12893742.jpg,https://images.gr-assets.com/books/1366227982s/12893742.jpg,2901,60,1423140575,9781423140570,2012,The Serpent's Shadow,eng,4.28
1360,Stephen King,Duma Key,https://images.gr-assets.com/books/1470266968m/472343.jpg,https://images.gr-assets.com/books/1470266968s/472343.jpg,394,105,1416552510,9781416552510,2008,Duma Key,en-US,3.93
1361,Kate Morton,The House at Riverton,https://images.gr-assets.com/books/1356452218m/1278752.jpg,https://images.gr-assets.com/books/1356452218s/1278752.jpg,2748,121,330448447,9780330448440,2006,The Shifting Fog,eng,3.93
1362,Robert Jordan,"Winter's Heart (Wheel of Time, #9)",https://images.gr-assets.com/books/1480096268m/13891.jpg,https://images.gr-assets.com/books/1480096268s/13891.jpg,1324,59,081257558X,9780812575580,2000,,en-US,3.92
1363,Jim Butcher,"Proven Guilty (The Dresden Files, #8)",https://images.gr-assets.com/books/1345667469m/91474.jpg,https://images.gr-assets.com/books/1345667469s/91474.jpg,2914,31,451461037,9780451461030,2006,Proven Guilty,eng,4.41
1364,"Fyodor Dostoyevsky, Andrew R. MacAndrew, Ben Marcus","Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead",https://images.gr-assets.com/books/1411241656m/17876.jpg,https://images.gr-assets.com/books/1411241656s/17876.jpg,3060,12,451529553,9780451529560,1864,Записки из подполья,eng,4.17
1365,Carson McCullers,The Heart is a Lonely Hunter,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,418,138,618084746,9780618084750,1940,The Heart is a Lonely Hunter,eng,3.97
1366,Rick Yancey,"The Infinite Sea (The 5th Wave, #2)",https://images.gr-assets.com/books/1395351812m/16131484.jpg,https://images.gr-assets.com/books/1395351812s/16131484.jpg,2584,68,1293611382,9920622794976,2014,The Infinite Sea,eng,3.94
1367,T.H. White,The Once and Future King (The Once and Future King #1-4),https://images.gr-assets.com/books/1338741283m/43545.jpg,https://images.gr-assets.com/books/1338741283s/43545.jpg,3689,109,441627404,9780441627400,1958,The Once and Future King,eng,4.08
1368,Terry Pratchett,"Small Gods (Discworld, #13)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2107,81,552152978,9780552152980,1992,Small Gods,en-GB,4.27
1369,Christopher Paul Curtis,"Bud, Not Buddy",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1659,51,385323069,9780385323060,1999,"Bud, Not Buddy",eng,3.89
1370,Alison Bechdel,Fun Home: A Family Tragicomic,https://images.gr-assets.com/books/1327652831m/38990.jpg,https://images.gr-assets.com/books/1327652831s/38990.jpg,3498,42,618477942,9780618477940,2006,,eng,4.12
1371,Dan Ariely,Predictably Irrational: The Hidden Forces That Shape Our Decisions,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2429,85,006135323X,9780061353240,2007,Predictably Irrational: The Hidden Forces that Shape Our Decisions,en-US,4.1
1372,أحمد مراد,الفيل الأزرق,https://images.gr-assets.com/books/1485105416m/16031620.jpg,https://images.gr-assets.com/books/1485105416s/16031620.jpg,3109,6,,9789770931550,2012,الفيل الأزرق,ara,3.8
1373,Lynne Reid Banks,"The Indian in the Cupboard (The Indian in the Cupboard, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2924,64,7148984,9780007148980,1980,The Indian in the Cupboard,eng,3.89
1374,"Robert Jordan, Brandon Sanderson","A Memory of Light (Wheel of Time, #14)",https://images.gr-assets.com/books/1336055749m/7743175.jpg,https://images.gr-assets.com/books/1336055749s/7743175.jpg,2611,33,765325950,9780765325950,2012,A Memory of Light,eng,4.5
1375,Jesse Andrews,Me and Earl and the Dying Girl,https://images.gr-assets.com/books/1337216932m/12700353.jpg,https://images.gr-assets.com/books/1337216932s/12700353.jpg,724,75,1419701762,9781419701760,2012,Me and Earl and the Dying Girl,en-US,3.58
1376,Jeff Kinney,"The Ugly Truth (Diary of a Wimpy Kid, #5)",https://images.gr-assets.com/books/1332046095m/7823678.jpg,https://images.gr-assets.com/books/1332046095s/7823678.jpg,3333,71,810984911,9780810984910,2010,The Ugly Truth,en-US,4.16
1377,Janet Evanovich,"Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, #3-4)",https://images.gr-assets.com/books/1317792858m/147074.jpg,https://images.gr-assets.com/books/1317792858s/147074.jpg,1361,2,312990227,9780312990220,2002,"Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, #3-4)",,4.34
1378,Simon Winchester,"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary",https://images.gr-assets.com/books/1407110918m/25019.jpg,https://images.gr-assets.com/books/1407110918s/25019.jpg,3294,72,60839783,9780060839790,1998,"The Surgeon of Crowthorne: a tale of murder, madness & the love of words",eng,3.84
1379,"James Patterson, Andrew Gross","2nd Chance (Women's Murder Club, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1884,103,446696633,9780446696630,2002,2nd Chance,eng,4.01
1380,Art Spiegelman,"The Complete Maus (Maus, #1-2)",https://images.gr-assets.com/books/1327354180m/15195.jpg,https://images.gr-assets.com/books/1327354180s/15195.jpg,567,80,141014083,9780141014080,1986,The Complete Maus,en-GB,4.53
1381,Jasper Fforde,"The Eyre Affair (Thursday Next, #1)",https://images.gr-assets.com/books/1445540555m/27003.jpg,https://images.gr-assets.com/books/1445540555s/27003.jpg,1763,4,142001805,9780142001810,2001,The Eyre Affair,en-US,3.92
1382,"Faye Perozich, Anne Rice, John Bolton, Daerick Gröss",Anne Rice's The Vampire Lestat: A Graphic Novel,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3313,4,345373944,9780345373950,1989,Anne Rice's The Vampire Lestat: The Graphic Novel,en-GB,4.17
1383,"Louis Sachar, Adam McCauley",Sideways Stories from Wayside School (Wayside School #1),https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3392,34,747571775,9780747571770,1978,,eng,4.14
1384,"Dalai Lama XIV, Howard C. Cutler",The Art of Happiness,https://images.gr-assets.com/books/1309287434m/38210.jpg,https://images.gr-assets.com/books/1309287434s/38210.jpg,3519,94,1573221112,9781573221120,1998,The Art of Happiness: A Handbook for Living,eng,4.14
1385,David Mitchell,The Bone Clocks,https://images.gr-assets.com/books/1398205538m/20819685.jpg,https://images.gr-assets.com/books/1398205538s/20819685.jpg,1643,60,1400065674,9781400065680,2014,The Bone Clocks,eng,3.81
1386,Anna Quindlen,Black and Blue,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3957,38,385333137,9780385333140,1998,Black and Blue,eng,3.86
1387,"L.J. Smith, Kevin Williamson, Julie Plec","Origins (The Vampire Diaries: Stefan's Diaries, #1)",https://images.gr-assets.com/books/1282055412m/7726143.jpg,https://images.gr-assets.com/books/1282055412s/7726143.jpg,1511,37,62003933,9780062003940,2010,,en-US,4.1
1388,John Grisham,The Last Juror,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1597,101,385339682,9780385339680,2004,The Last Juror,eng,3.85
1389,Chuck Palahniuk,Diary,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,395,59,1400032814,9781400032820,2003,Diary,eng,3.6
1390,Janet Evanovich,"Eleven on Top (Stephanie Plum, #11)",https://images.gr-assets.com/books/1166394806m/11003.jpg,https://images.gr-assets.com/books/1166394806s/11003.jpg,1861,48,312985347,9780312985350,2005,Eleven on Top,en-US,4.15
1391,"Cornelia Funke, Anthea Bell","Inkspell (Inkworld, #2)",https://images.gr-assets.com/books/1395358683m/28195.jpg,https://images.gr-assets.com/books/1395358683s/28195.jpg,223,82,439554004,9780439554010,2005,Tintenblut,eng,3.91
1392,Chuck Klosterman,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",https://images.gr-assets.com/books/1380742001m/599.jpg,https://images.gr-assets.com/books/1380742001s/599.jpg,2327,16,743236017,9780743236010,2003,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",en-US,3.75
1393,Evelyn Waugh,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3372,157,316926345,9780316926350,1945,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,eng,3.99
1394,Jim Butcher,"White Night (The Dresden Files, #9)",https://images.gr-assets.com/books/1309552288m/91475.jpg,https://images.gr-assets.com/books/1309552288s/91475.jpg,1585,33,451461401,9780451461410,2007,White Night,en-US,4.41
1395,Jessie Burton,The Miniaturist,https://images.gr-assets.com/books/1392415313m/18498569.jpg,https://images.gr-assets.com/books/1392415313s/18498569.jpg,2891,98,62306812,9780062306810,2014,The Miniaturist,eng,3.58
1396,"Margaret Weis, Tracy Hickman","Dragons of Autumn Twilight  (Dragonlance: Chronicles, #1)",https://images.gr-assets.com/books/1390668127m/259836.jpg,https://images.gr-assets.com/books/1390668127s/259836.jpg,117,69,786915749,9780786915740,1984,Dragons of Autumn Twilight,en-US,4.03
1397,Eoin Colfer,"The Lost Colony (Artemis Fowl, #5)",https://images.gr-assets.com/books/1360177158m/37586.jpg,https://images.gr-assets.com/books/1360177158s/37586.jpg,648,79,786849568,9780786849570,2006,The Lost Colony,en-US,4.01
1398,Scott Westerfeld,"Extras (Uglies, #4)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2041,52,1416951172,9781416951180,2006,Extras,en-US,3.59
1399,John Flanagan,"The Burning Bridge (Ranger's Apprentice, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1689,73,399244557,9780399244550,2005,The Burning Bridge,en-US,4.28
1400,Deborah Harkness,"The Book of Life (All Souls Trilogy, #3)",https://images.gr-assets.com/books/1389281784m/16054217.jpg,https://images.gr-assets.com/books/1389281784s/16054217.jpg,1321,54,670025593,9780670025600,2014,The Book of Life,eng,4.15
1401,Julia Cameron,The Artist's Way: A Spiritual Path to Higher Creativity,https://images.gr-assets.com/books/1440952332m/615570.jpg,https://images.gr-assets.com/books/1440952332s/615570.jpg,1194,72,1585421464,9781585421470,1992,The Artist's Way: A Spiritual Path to Higher Creativity,eng,3.89
1402,"Jon Scieszka, Lane Smith",The Stinky Cheese Man and Other Fairly Stupid Tales,https://images.gr-assets.com/books/1488588399m/407429.jpg,https://images.gr-assets.com/books/1488588399s/407429.jpg,809,13,067084487X,9780670844880,1992,The Stinky Cheese Man and Other Fairly Stupid Tales,eng,4.2
1403,Joe Hill,Horns,https://images.gr-assets.com/books/1402958805m/6587879.jpg,https://images.gr-assets.com/books/1402958805s/6587879.jpg,3799,8,61147958,9780061147950,2009,Horns,en-US,3.92
1404,Robert K. Massie,Catherine the Great: Portrait of a Woman,https://images.gr-assets.com/books/1403395276m/10414941.jpg,https://images.gr-assets.com/books/1403395276s/10414941.jpg,2119,33,679456724,9780679456730,2011,Catherine the Great: Portrait of a Woman,en-CA,3.91
1405,Margaret Atwood,"The Year of the Flood  (MaddAddam, #2)",https://images.gr-assets.com/books/1327906873m/6080337.jpg,https://images.gr-assets.com/books/1327906873s/6080337.jpg,1019,82,385528779,9780385528770,2009,The Year of the Flood,eng,4.05
1406,Kristin Hannah,Winter Garden,https://images.gr-assets.com/books/1265932201m/6668467.jpg,https://images.gr-assets.com/books/1265932201s/6668467.jpg,3347,56,312364121,9780312364120,2009,Winter Garden,en-GB,4.13
1407,John Grisham,The King of Torts,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2392,111,385339658,9780385339650,2003,The King of Torts,eng,3.67
1408,"Marcus Luttrell, Patrick Robinson",Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,https://images.gr-assets.com/books/1344265535m/711901.jpg,https://images.gr-assets.com/books/1344265535s/711901.jpg,2142,57,316067598,9780316067590,2006,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,eng,4.34
1409,Chetan Bhagat,The 3 Mistakes of My Life,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1296,18,,9788129113730,2008,The 3 Mistakes of My Life,eng,2.97
1410,Agatha Christie,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,695,296,1579126278,9781579126280,1926,The Murder of Roger Ackroyd,eng,4.2
1411,Richard Wright,Native Son,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,422,103,006083756X,9780060837560,1940,Native Son,eng,3.96
1412,Brent Weeks,"Shadow's Edge (Night Angel, #2)",https://images.gr-assets.com/books/1327881435m/3754016.jpg,https://images.gr-assets.com/books/1327881435s/3754016.jpg,3377,38,316033650,9780316033660,2008,Shadow's Edge,en-US,4.27
1413,Veronica Rossi,"Under the Never Sky (Under the Never Sky, #1)",https://images.gr-assets.com/books/1356591725m/11594257.jpg,https://images.gr-assets.com/books/1356591725s/11594257.jpg,485,57,1907411054,9781907411050,2011,Under the Never Sky,en-GB,4.01
1414,Nicholas Sparks,"True Believer (Jeremy Marsh & Lexie Darnell, #1)",https://images.gr-assets.com/books/1385739017m/3464.jpg,https://images.gr-assets.com/books/1385739017s/3464.jpg,294,94,044669651X,9780446696520,2003,True Believer,en-US,3.8
1415,Eric Ries,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,https://images.gr-assets.com/books/1333576876m/10127019.jpg,https://images.gr-assets.com/books/1333576876s/10127019.jpg,3274,47,307887898,9780307887890,2011,The Lean Startup‎,en-US,4.04
1416,Richelle Mead,"The Golden Lily (Bloodlines, #2)",https://images.gr-assets.com/books/1360599818m/8709523.jpg,https://images.gr-assets.com/books/1360599818s/8709523.jpg,190,35,1595143181,9781595143180,2012,The Golden Lily,en-US,4.36
1417,Lauren Weisberger,Chasing Harry Winston,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1664,89,743290119,9780743290110,2008,Chasing Harry Winston,eng,3.32
1418,David Eddings,"Magician's Gambit (The Belgariad, #3)",https://images.gr-assets.com/books/1315276590m/44688.jpg,https://images.gr-assets.com/books/1315276590s/44688.jpg,1487,55,345335457,9780345335460,1983,Magician's Gambit,,4.13
1419,"Roberto Aguirre-Sacasa, Stephen King, Mike Perkins, Laura       Martin",The Stand: Captain Trips,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3734,18,785136207,9780785136200,2009,,eng,4.43
1420,William L. Shirer,The Rise and Fall of the Third Reich: A History of Nazi Germany,https://images.gr-assets.com/books/1331223772m/767171.jpg,https://images.gr-assets.com/books/1331223772s/767171.jpg,3051,1,671728687,9780671728690,1960,The Rise and Fall of the Third Reich: A History of Nazi Germany,eng,4.15
